file_id	md5	size	urls	sample_id
56bda9b020293b4b1d65e1eb2535e7e7	c1a1610b239fb734bb9f498369368182	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM5LLDM.bam	1419f08f554e0c93f3b62fe90cf371ec
56bda9b020293b4b1d65e1eb2536ba4a	a398d499b9fed84cb1306d642ca6a202	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM6J2LB.bam	1419f08f554e0c93f3b62fe90cf5bc7f
56bda9b020293b4b1d65e1eb253640de	9c773cdc7d71cae9b3dd56fa88f2a9b5	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM5LLDU.bam	1419f08f554e0c93f3b62fe90cf444e2
56bda9b020293b4b1d65e1eb25366f6d	3bfc751bf6c8e4957c0d6b5b63cb23c6	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM5LLDC.bam	1419f08f554e0c93f3b62fe90cf497d5
56bda9b020293b4b1d65e1eb2536939b	85df00ee5c1c6da6d45f265926742d70	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM5LLDA.bam	1419f08f554e0c93f3b62fe90cf540d0
56bda9b020293b4b1d65e1eb2535c315	238ec6c83133de6979d22700c559ae65	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM5LLDK.bam	1419f08f554e0c93f3b62fe90cf3353c
56bda9b020293b4b1d65e1eb25360e49	0942cc6cda2e7c73c38537c533ab1fd5	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM5LLDQ.bam	1419f08f554e0c93f3b62fe90cf3b7ca
56bda9b020293b4b1d65e1eb25359a35	3f2c47275b4634406a9acf7440933555	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM5LLDI.bam	1419f08f554e0c93f3b62fe90cf2cbda
56bda9b020293b4b1d65e1eb25361e42	fee09cfb8a1bc4690409a09ea4121db2	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM5LLDS.bam	1419f08f554e0c93f3b62fe90cf404e3
56bda9b020293b4b1d65e1eb25002642	ca0d2bfa02f8d76b0af12d4b21f9b75e	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/CSM5MCXD.bam	1419f08f554e0c93f3b62fe90c08f0f2
56bda9b020293b4b1d65e1eb25006a0a	7ca7153a2794021ad3308536955058f4	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/CSM79HGP.bam	1419f08f554e0c93f3b62fe90c0b0d88
56bda9b020293b4b1d65e1eb250046df	e9910493d19577c5304552c9dea4e805	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/CSM67UA2.bam	1419f08f554e0c93f3b62fe90c0a1387
56bda9b020293b4b1d65e1eb2536fae4	4c9134d17cbf365a20fd3374e866a173	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM6J2QR.bam	1419f08f554e0c93f3b62fe90cf74b66
56bda9b020293b4b1d65e1eb2536d519	bf862b118c715731f4cb316e883a5b3b	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM6J2IQ.bam	1419f08f554e0c93f3b62fe90cf6562a
56bda9b020293b4b1d65e1eb251963b7	9e9a79d12445f1607d8267978fcf6651	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSM67VE2.bam	56bda9b020293b4b1d65e1eb251939d1
56bda9b020293b4b1d65e1eb2518fcfd	c5ccbe2a3aa0b1b07ee34500dbde66c6	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSM5FZBZ.bam	1419f08f554e0c93f3b62fe90c74b3cd
56bda9b020293b4b1d65e1eb25191d50	3a4d4c204257a189044ecf202ebf95c3	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSM5MD7H.bam	cad5930efe6763b64b3ccf1cd6980935
56bda9b020293b4b1d65e1eb25171815	ce361afc31bf5ccbcedd1fd34cd4378a	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/ESM5GEXY.bam	1419f08f554e0c93f3b62fe90c69fca9
56bda9b020293b4b1d65e1eb25173540	cdd56c846f5315270c47f121b53098ee	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/ESM5MEBG.bam	1419f08f554e0c93f3b62fe90c6a3b9e
56bda9b020293b4b1d65e1eb25175e68	dd86a536d018af112c8dfde3cc0d0710	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/ESM5MECL.bam	1419f08f554e0c93f3b62fe90c6b4622
56bda9b020293b4b1d65e1eb25371273	d2ae0bb3da9beb37348f20370e377151	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/MSM5LLEP.bam	1419f08f554e0c93f3b62fe90cf7953c
56bda9b020293b4b1d65e1eb25314aff	11aabcc041c6545d66169cf616796351	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSMA33NO.bam	1419f08f554e0c93f3b62fe90ce0a388
56bda9b020293b4b1d65e1eb25311499	157564be579e7882e6dfecdfd3845124	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSM7J4JJ.bam	1419f08f554e0c93f3b62fe90cdfbc77
56bda9b020293b4b1d65e1eb25318999	b153dbdb4df6078241279e23aa53248d	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSMA33KU.bam	1419f08f554e0c93f3b62fe90ce1e314
56bda9b020293b4b1d65e1eb25317663	806b149e3817152529de7874c9eed1f9	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSMA33NQ.bam	1419f08f554e0c93f3b62fe90ce0dfff
56bda9b020293b4b1d65e1eb25313b29	2436de1c3ad2795caf56921514c0bd53	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSM7J4JN.bam	1419f08f554e0c93f3b62fe90cdff958
56bda9b020293b4b1d65e1eb2530ca1d	d2ffc6ca7930b8aa4ba27a336b883cf6	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSM7J4LP.bam	1419f08f554e0c93f3b62fe90cdf1d56
56bda9b020293b4b1d65e1eb2531cde0	37e780c1c9830121490856eb999f8282	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSMA33PL.bam	1419f08f554e0c93f3b62fe90ce269c4
56bda9b020293b4b1d65e1eb2531b41c	48d6b5a7f95eb4fe9ffcde13f7130e12	None	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/analysis/hmvir/HSMA33L1.bam	1419f08f554e0c93f3b62fe90ce230f2
