file_id	md5	size	urls	sample_id
1419f08f554e0c93f3b62fe90cf512f2	88c5bdce83473e6547fb3a1d93a9a447	303943680	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDE.tar	1419f08f554e0c93f3b62fe90cf4f8a7
d39c1941c8f6e8b0f6ead5d7f71cf9a9	fdfc0ada41c6bfe8a3b21e31127071a0	3286356653	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLI2_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f71cd430
1419f08f554e0c93f3b62fe90cf3907f	64ccab7e577f1c8e45d671ddf036ac03	860354560	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDM.tar	1419f08f554e0c93f3b62fe90cf371ec
56bda9b020293b4b1d65e1eb2535df88	c120e704f5c44206b9bd5a9113b19c64	96301337	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDM.tar	1419f08f554e0c93f3b62fe90cf371ec
d39c1941c8f6e8b0f6ead5d7f71d4295	fe00878fa2d4aaec2002a63b5c9eed3a	5456845370	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLI8_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f71d3247
d39c1941c8f6e8b0f6ead5d7f71e69bd	501f64359dbe0e53b3165c42c591647e	1865597983	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLD6_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f71e57cd
d39c1941c8f6e8b0f6ead5d7f71c9bb0	e62e428a34482e1bb39ddddb45873eac	2759956906	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLHX_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f71c7fd8
d39c1941c8f6e8b0f6ead5d7f71de080	611c0f272e1618fd7d8f24318647b1c5	2352567044	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLI4_P.fastq.gz	d39c1941c8f6e8b0f6ead5d7f71db941
56bda9b020293b4b1d65e1eb2536ad4a	6717063ed11388acb6a3897d99df2e41	452175735	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM6J2LB.tar	1419f08f554e0c93f3b62fe90cf5bc7f
1419f08f554e0c93f3b62fe90cf5c9e6	3a579ec7c7e5d9b043c510af2575362a	210278400	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM6J2LB.tar	1419f08f554e0c93f3b62fe90cf5bc7f
56bda9b020293b4b1d65e1eb253632fe	147b32405ec12f59fa78f4236c6e6660	30457350	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDU.tar	1419f08f554e0c93f3b62fe90cf444e2
1419f08f554e0c93f3b62fe90cf45cb8	4d25b3baae1be8f8f9aaa3ba7e4975fe	4710400	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDU.tar	1419f08f554e0c93f3b62fe90cf444e2
56bda9b020293b4b1d65e1eb25366554	b2ebf6ed4bed2c77da4530c6fc1c1b78	240827237	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDC.tar	1419f08f554e0c93f3b62fe90cf497d5
1419f08f554e0c93f3b62fe90cf4a9ea	f795366343ef3529551cc452dbf0e630	959006720	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDC.tar	1419f08f554e0c93f3b62fe90cf497d5
56bda9b020293b4b1d65e1eb25368a8b	d8f8c1cad1fa1a62b5df22ddce10e042	85486804	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDA.tar	1419f08f554e0c93f3b62fe90cf540d0
1419f08f554e0c93f3b62fe90cf563c5	9fa9cd301d20271365d23da6c3ed0c2d	791582720	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDA.tar	1419f08f554e0c93f3b62fe90cf540d0
56bda9b020293b4b1d65e1eb2535bec1	d8781c6c5edd82521ec2856e1ffa023d	114466401	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDK.tar	1419f08f554e0c93f3b62fe90cf3353c
1419f08f554e0c93f3b62fe90cf342b9	28325684336b4851edc9bd55d7fabd8e	683233280	https://downloads.hmpdacc.org/ihmp/ibd/genome/microbiome/wgs/raw/MSM5LLDK.tar	1419f08f554e0c93f3b62fe90cf3353c
